EntryDate,entry_price,exit_price,Contribution,Shares,ValueAtExit,Profit,ExitDate
2020-09-15,340.1700134277344,338.82000732421875,1.0,0.002939706501238798,0.996031378280783,-0.003968621719216969,2020-09-16
2020-09-28,334.19000244140625,332.3699951171875,1.0,0.002992309742046609,0.994553974353144,-0.005446025646856034,2020-09-29
2020-10-09,346.8500061035156,352.42999267578125,1.0,0.0028830906224679583,1.0160876069599962,0.016087606959996226,2020-10-12
2020-11-04,343.5400085449219,350.239990234375,1.0,0.0029108691131363184,1.019502769758408,0.019502769758408034,2020-11-05
2020-12-17,372.239990234375,369.1799926757813,1.0,0.0026864389271296883,0.9917795034416721,-0.008220496558327905,2020-12-18
2020-12-28,372.1700134277344,371.4599914550781,1.0,0.0026869440414875705,0.998092210691246,-0.0019077893087540154,2020-12-29
2021-01-07,379.1000061035156,381.260009765625,1.0,0.0026378263885517947,1.0056977146592805,0.005697714659280484,2021-01-08
2021-01-21,384.239990234375,382.8800048828125,1.0,0.0026025401452618967,0.9964605835255905,-0.0035394164744094736,2021-01-22
2021-02-03,381.8500061035156,386.1900024414063,1.0,0.002618829341406139,1.0113657097512634,0.011365709751263386,2021-02-04
2021-02-05,387.7099914550781,390.510009765625,1.0,0.0025792474324610347,1.0072219400383218,0.0072219400383217724,2021-02-08
2021-03-11,393.5299987792969,394.05999755859375,1.0,0.0025411023380731623,1.0013467811372472,0.0013467811372471772,2021-03-12
2021-03-15,396.4100036621094,395.9100036621094,1.0,0.0025226406769804344,0.9987386796615099,-0.001261320338490135,2021-03-16
2021-04-05,406.3599853515625,406.1199951171875,1.0,0.0024608722217933188,0.999409414698725,-0.0005905853012749818,2021-04-06
2021-04-09,411.489990234375,411.6400146484375,1.0,0.0024301927719564296,1.0003645882466716,0.0003645882466716266,2021-04-12
2021-04-13,412.8599853515625,411.4500122070313,1.0,0.002422128652522405,0.9965848636473438,-0.003415136352656223,2021-04-14
2021-05-07,422.1199951171875,417.9400024414063,1.0,0.0023689946260953203,0.9900976198139566,-0.009902380186043391,2021-05-10
2021-05-28,420.0400085449219,419.6700134277344,1.0,0.0023807255967452762,0.999119143153841,-0.0008808568461590172,2021-06-01
2021-06-14,425.260009765625,424.4800109863281,1.0,0.002351502556168245,0.9981658308766752,-0.0018341691233247914,2021-06-15
2021-06-28,427.4700012207031,427.7000122070313,1.0,0.002339345444462427,1.000538075153043,0.0005380751530430494,2021-06-29
2021-06-30,428.05999755859375,430.4299926757813,1.0,0.00233612111784194,1.0055365956424442,0.005536595642444242,2021-07-01
2021-07-02,433.7200012207031,432.9299926757813,1.0,0.0023056349653820534,0.9981785286758776,-0.001821471324122359,2021-07-06
2021-07-22,435.4599914550781,439.9400024414063,1.0,0.002296422219314629,1.0102879967717777,0.010287996771777719,2021-07-23
2021-07-26,441.0199890136719,439.010009765625,1.0,0.002267470919484784,0.9954424305062858,-0.00455756949371422,2021-07-27
2021-08-12,445.1099853515625,445.9200134277344,1.0,0.0022466357370306287,1.0018198380239258,0.0018198380239258238,2021-08-13
2021-08-16,446.9700012207031,444.0400085449219,1.0,0.002237286612678563,0.9934447666112285,-0.006555233388771509,2021-08-17
2021-08-23,447.260009765625,447.9700012207031,1.0,0.002235835930254583,1.0015874244054375,0.0015874244054374653,2021-08-24
2021-08-25,448.9100036621094,446.260009765625,1.0,0.002227617989891558,0.9940968259230886,-0.005903174076911433,2021-08-26
2021-09-24,443.9100036621094,442.6400146484375,1.0,0.002252708863847027,0.997139084491913,-0.002860915508086981,2021-09-27
2021-10-07,438.6600036621094,437.8599853515625,1.0,0.002279669884766333,0.9981762223501847,-0.001823777649815339,2021-10-08
2021-10-15,445.8699951171875,447.1900024414063,1.0,0.0022428062236777586,1.0029605206420582,0.0029605206420582064,2021-10-18
2021-10-19,450.6400146484375,452.4100036621094,1.0,0.002219066144803276,1.003927722696913,0.003927722696912994,2021-10-20
2021-10-21,453.5899963378906,453.1199951171875,1.0,0.0022046341587636663,0.9989638192541772,-0.00103618074582279,2021-10-22
2021-11-01,460.0400085449219,461.8999938964844,1.0,0.0021737239836225075,1.004043094767878,0.004043094767878008,2021-11-02
2021-11-03,464.7200012207031,466.9100036621094,1.0,0.0021518333563721173,1.0047125203039544,0.004712520303954415,2021-11-04
2021-11-05,468.5299987792969,468.9299926757813,1.0,0.0021343350534765958,1.0008537209944433,0.0008537209944432522,2021-11-08
2021-11-15,467.4299926757813,469.2799987792969,1.0,0.00213935779832087,1.0039578249844971,0.003957824984497149,2021-11-16
2021-12-08,469.5199890136719,466.3500061035156,1.0,0.002129834774661492,0.9932484601628665,-0.006751539837133502,2021-12-09
2021-12-23,470.6000061035156,477.260009765625,1.0,0.0021249468487682826,1.0141521537945846,0.014152153794584565,2021-12-27
2022-02-01,452.9500122070313,457.3500061035156,1.0,0.0022077491401919355,1.0097140827418132,0.00971408274181318,2022-02-02
2022-03-17,441.0700073242188,444.5199890136719,1.0,0.002267213783287075,1.007821846038416,0.00782184603841607,2022-03-18
2022-03-28,455.9100036621094,461.5499877929688,1.0,0.0021934153494493937,1.0123708277632781,0.012370827763278136,2022-03-29
2022-05-04,429.05999755859375,413.80999755859375,1.0,0.00233067637554218,0.9644571852729816,-0.03554281472701837,2022-05-05
2022-05-27,415.260009765625,412.9299926757813,1.0,0.0024081297897295853,0.9943890164353685,-0.005610983564631522,2022-05-31
2022-07-06,383.25,388.989990234375,1.0,0.002609262883235486,1.0149771434686887,0.014977143468688725,2022-07-07
2022-07-21,398.7900085449219,395.0899963378906,1.0,0.002507585392243734,0.990721903438525,-0.009278096561475047,2022-07-22
2022-07-29,411.989990234375,410.7699890136719,1.0,0.0024272434372279647,0.9970387600436382,-0.002961239956361772,2022-08-01
2022-08-16,429.7000122070313,426.6499938964844,1.0,0.0023272049606510034,0.9929019822576188,-0.0070980177423811686,2022-08-17
2022-09-09,406.6000061035156,410.9700012207031,1.0,0.002459419540061226,1.010747651381183,0.010747651381183054,2022-09-12
2022-10-25,384.9200134277344,382.0199890136719,1.0,0.0025979423389678904,0.9924659037906666,-0.00753409620933343,2022-10-26
2022-11-08,382.0,374.1300048828125,1.0,0.002617801047120419,0.979397918541394,-0.02060208145860598,2022-11-09
2023-01-12,396.9599914550781,398.5,1.0,0.002519145560071297,1.0038795056884118,0.0038795056884117773,2023-01-13
2023-01-27,405.6799926757813,400.5899963378906,1.0,0.002464997086507044,0.9874531738567679,-0.012546826143232104,2023-01-30
2023-02-02,416.7799987792969,412.3500061035156,1.0,0.002399347384540743,0.9893709086598297,-0.010629091340170316,2023-02-03
2023-03-06,404.4700012207031,398.2699890136719,1.0,0.0024723712438053966,0.9846712681080936,-0.015328731891906422,2023-03-07
2023-03-27,396.489990234375,395.6000061035156,1.0,0.0025221317678382634,0.9977553427506877,-0.002244657249312332,2023-03-28
2023-03-31,409.3900146484375,410.9500122070313,1.0,0.0024426585022078447,1.0038105412999225,0.003810541299922532,2023-04-03
2023-04-11,409.7200012207031,408.0499877929688,1.0,0.0024406911964772056,0.9959240129289302,-0.00407598707106982,2023-04-12
2023-05-30,420.1799926757813,417.8500061035156,1.0,0.002379932451404507,0.9944547893453282,-0.005545210654671839,2023-05-31
2023-06-12,433.7999877929688,436.6600036621094,1.0,0.0023052098389575114,1.0065929367211175,0.006592936721117493,2023-06-13
2023-06-14,437.1799926757813,442.6000061035156,1.0,0.0022873873844945457,1.0123976703383906,0.012397670338390565,2023-06-15
2023-06-29,438.1099853515625,443.2799987792969,1.0,0.002282531860572745,1.0118007203683925,0.011800720368392525,2023-06-30
2023-07-03,443.7900085449219,443.1300048828125,1.0,0.0022533179673845153,0.9985128018896294,-0.001487198110370569,2023-07-05
2023-07-12,446.0199890136719,449.55999755859375,1.0,0.002242051981148645,1.0079368831714253,0.007936883171425269,2023-07-13
2023-07-19,455.2000122070313,452.1799926757813,1.0,0.002196836496448041,0.9933655108737641,-0.006634489126235876,2023-07-20
2023-07-26,455.510009765625,452.489990234375,1.0,0.0021953414383023835,0.9933700259785643,-0.006629974021435725,2023-07-27
2023-08-29,449.1600036621094,451.010009765625,1.0,0.0022263781099090742,1.0041188130920653,0.004118813092065299,2023-08-30
2023-10-10,434.5400085449219,436.3200073242188,1.0,0.0023012840712839035,1.004096282837701,0.004096282837700915,2023-10-11
2023-11-01,422.6600036621094,430.760009765625,1.0,0.002365967896975268,1.0191643544062217,0.019164354406221662,2023-11-02
2023-11-03,434.6900024414063,435.6900024414063,1.0,0.002300489991450388,1.0023004899914503,0.002300489991450272,2023-11-06
2023-11-07,436.9299926757813,437.25,1.0,0.0022886961681800547,1.000732399536729,0.0007323995367289893,2023-11-08
2023-11-16,450.2300109863281,450.7900085449219,1.0,0.0022210869457797346,1.001243803267061,0.0012438032670609722,2023-11-17
2023-11-20,454.260009765625,453.2699890136719,1.0,0.002201382420864978,0.9978205857203589,-0.0021794142796410787,2023-11-21
2023-12-11,461.989990234375,464.1000061035156,1.0,0.002164549061967087,1.004567232870284,0.004567232870283933,2023-12-12
2023-12-13,470.5,472.010009765625,1.0,0.0021253985122210413,1.0032093725092985,0.003209372509298536,2023-12-14
2023-12-26,475.6499938964844,476.510009765625,1.0,0.002102386235324182,1.0018080855254414,0.0018080855254414274,2023-12-27
2023-12-28,476.6900024414063,475.30999755859375,1.0,0.002097799397676518,0.9971050265880452,-0.002894973411954771,2023-12-29
2024-01-22,483.4500122070313,484.8599853515625,1.0,0.0020684661800603344,1.0029164817642562,0.0029164817642561847,2024-01-23
2024-01-24,485.3900146484375,488.0299987792969,1.0,0.0020601989530507517,1.005438892542467,0.0054388925424671,2024-01-25
2024-02-08,498.3200073242188,501.2000122070313,1.0,0.002006742625827135,1.00577942856093,0.0057794285609300555,2024-02-09
2024-02-23,507.8500061035156,505.989990234375,1.0,0.001969085336185206,0.9963374700270035,-0.003662529972996542,2024-02-26
2024-03-20,520.47998046875,522.2000122070312,1.0,0.001921303484332652,1.0033047029719224,0.003304702971922424,2024-03-21
2024-04-09,519.3200073242188,514.1199951171875,1.0,0.0019255949817001486,0.9899868825893612,-0.010013117410638817,2024-04-10
2024-05-06,516.5700073242188,517.1400146484375,1.0,0.0019358460340736787,1.0011034464179818,0.0011034464179817682,2024-05-07
2024-05-08,517.1900024414062,520.1699829101562,1.0,0.0019335253877288405,1.0057618678912643,0.005761867891264316,2024-05-09
2024-05-10,520.8400268554688,520.9099731445312,1.0,0.0019199753253171083,1.0001342951490975,0.0001342951490974631,2024-05-13
2024-05-14,523.2999877929688,529.780029296875,1.0,0.0019109497865985548,1.0123830339290394,0.012383033929039389,2024-05-15
2024-05-21,531.3599853515625,529.8300170898438,1.0,0.0018819633159587136,0.9971206558568643,-0.0028793441431357314,2024-05-22
2024-06-04,528.3900146484375,534.6699829101562,1.0,0.0018925414415057534,1.0118851001866436,0.011885100186643571,2024-06-05
2024-06-12,541.3599853515625,542.4500122070312,1.0,0.0018471996953202845,1.0020134972753127,0.002013497275312748,2024-06-13
2024-06-14,542.780029296875,547.0999755859375,1.0,0.0018423669737728087,1.0079589263714412,0.007958926371441244,2024-06-17
2024-06-18,548.489990234375,547.0,1.0,0.0018231873284919758,0.9972834686851108,-0.002716531314889248,2024-06-20
2024-06-27,546.3699951171875,544.219970703125,1.0,0.0018302615607314165,0.9960648929603073,-0.003935107039692687,2024-06-28
2024-07-03,551.4600219726562,554.6400146484375,1.0,0.0018133680777490417,1.0057664972057374,0.005766497205737409,2024-07-05
2024-07-08,555.280029296875,555.8200073242188,1.0,0.0018008931480324494,1.0009724427295315,0.000972442729531453,2024-07-09
2024-07-10,561.3200073242188,556.47998046875,1.0,0.0017815149771107295,0.9913774196673644,-0.008622580332635632,2024-07-11
2024-07-16,564.8599853515625,556.9400024414062,1.0,0.0017703502211749186,0.9859788565033033,-0.014021143496696697,2024-07-17
2024-08-12,533.27001953125,542.0399780273438,1.0,0.0018752226140127109,1.016445624495828,0.016445624495827982,2024-08-13
2024-08-14,543.75,553.0700073242188,1.0,0.0018390804597701149,1.017140243354885,0.017140243354885065,2024-08-15
2024-08-16,554.3099975585938,559.6099853515625,1.0,0.0018040446760917283,1.0095614147612564,0.009561414761256382,2024-08-19
2024-09-11,554.4199829101562,559.0900268554688,1.0,0.001803686791285894,1.0084232965788849,0.008423296578884854,2024-09-12
2024-09-13,562.010009765625,562.8400268554688,1.0,0.0017793277390504663,1.001476872431845,0.0014768724318450221,2024-09-16
2024-09-17,563.0700073242188,561.4000244140625,1.0,0.0017759780968482567,0.9970341469294516,-0.0029658530705484187,2024-09-18
2024-10-18,584.5900268554688,583.6300048828125,1.0,0.0017106005132845607,0.9983577859208097,-0.0016422140791902962,2024-10-21
2024-11-07,595.6099853515625,598.1900024414062,1.0,0.0016789510327126966,1.0043317223574095,0.004331722357409529,2024-11-08
2024-11-11,598.760009765625,596.9000244140625,1.0,0.0016701182171324934,0.9968936045807558,-0.003106395419244179,2024-11-12
2024-11-20,590.5,593.6699829101562,1.0,0.001693480101608806,1.0053683029807896,0.005368302980789608,2024-11-21
2024-11-22,595.510009765625,597.530029296875,1.0,0.0016792328988618852,1.0033920832532186,0.003392083253218603,2024-11-25
2024-11-26,600.6500244140625,598.8300170898438,1.0,0.0016648629973427633,0.9969699371510155,-0.0030300628489845494,2024-11-27
2024-12-03,603.9099731445312,607.6599731445312,1.0,0.0016558759491800514,1.0062095348094253,0.006209534809425321,2024-12-04
2024-12-24,601.2999877929688,601.3400268554688,1.0,0.0016630633964760798,1.000066587499273,6.658749927290764e-05,2024-12-26
2025-01-15,592.780029296875,591.6400146484375,1.0,0.0016869664134706904,0.9980768335772213,-0.0019231664227786771,2025-01-16
2025-01-22,606.4400024414062,609.75,1.0,0.00164896773955247,1.0054580791921186,0.005458079192118603,2025-01-23
2025-02-06,606.3200073242188,600.77001953125,1.0,0.0016492940822011633,0.990846437976768,-0.009153562023232031,2025-02-07
2025-04-02,564.52001953125,536.7000122070312,1.0,0.001771416363285666,0.9507191837991518,-0.04928081620084823,2025-04-03
2025-04-24,546.6900024414062,550.6400146484375,1.0,0.0018291902093219257,1.0072253236558038,0.00722532365580375,2025-04-25
