USD/Gold per ounce,price,,,
11/12/1979,445.50,,,
12/12/1979,446.50,,,
13/12/1979,459.06,,,
14/12/1979,457.05,,,
17/12/1979,469.50,,,
18/12/1979,477.75,,,
19/12/1979,488.75,,,
21/12/1979,473.10,,,
26/12/1979,499.00,,,
27/12/1979,515.50,,,
28/12/1979,512.00,,,
01/01/1980,512.00,,,
02/01/1980,559.75,,,
03/01/1980,634.25,,,
04/01/1980,634.25,,,
07/01/1980,634.00,,,
08/01/1980,610.00,,,
09/01/1980,607.20,,,
10/01/1980,603.35,,,
11/01/1980,623.00,,,
14/01/1980,660.00,,,
15/01/1980,684.00,,,
16/01/1980,760.00,,,
17/01/1980,750.00,,,
18/01/1980,835.00,,,
21/01/1980,835.00,,,
22/01/1980,737.50,,,
23/01/1980,695.00,,,
24/01/1980,717.00,,,
25/01/1980,668.00,,,
28/01/1980,624.00,,,
29/01/1980,674.25,,,
30/01/1980,691.00,,,
31/01/1980,653.00,,,
01/02/1980,676.50,,,
04/02/1980,669.75,,,
05/02/1980,669.75,,,
06/02/1980,709.00,,,
07/02/1980,699.25,,,
08/02/1980,692.00,,,
11/02/1980,710.50,,,
12/02/1980,694.50,,,
13/02/1980,696.75,,,
14/02/1980,682.00,,,
15/02/1980,667.00,,,
18/02/1980,667.00,,,
19/02/1980,652.25,,,
20/02/1980,652.25,,,
21/02/1980,665.00,,,
22/02/1980,630.00,,,
25/02/1980,616.50,,,
26/02/1980,642.25,,,
27/02/1980,636.00,,,
28/02/1980,646.00,,,
29/02/1980,637.00,,,
03/03/1980,663.75,,,
04/03/1980,631.25,,,
05/03/1980,643.50,,,
06/03/1980,643.50,,,
07/03/1980,609.00,,,
10/03/1980,585.00,,,
11/03/1980,570.25,,,
12/03/1980,585.70,,,
13/03/1980,556.50,,,
14/03/1980,523.00,,,
17/03/1980,484.00,,,
18/03/1980,481.50,,,
19/03/1980,527.00,,,
20/03/1980,561.00,,,
21/03/1980,561.00,,,
24/03/1980,558.25,,,
25/03/1980,547.25,,,
26/03/1980,508.00,,,
27/03/1980,485.25,,,
28/03/1980,490.00,,,
31/03/1980,495.00,,,
01/04/1980,509.50,,,
02/04/1980,500.50,,,
03/04/1980,485.75,,,
04/04/1980,485.75,,,
07/04/1980,485.75,,,
08/04/1980,528.00,,,
09/04/1980,554.00,,,
10/04/1980,526.00,,,
11/04/1980,530.50,,,
14/04/1980,529.75,,,
15/04/1980,497.50,,,
16/04/1980,520.00,,,
17/04/1980,513.00,,,
18/04/1980,515.60,,,
21/04/1980,506.00,,,
22/04/1980,506.00,,,
23/04/1980,506.50,,,
24/04/1980,515.70,,,
25/04/1980,551.50,,,
28/04/1980,524.25,,,
29/04/1980,513.75,,,
30/04/1980,518.00,,,
01/05/1980,490.00,,,
02/05/1980,512.50,,,
05/05/1980,515.00,,,
06/05/1980,512.50,,,
07/05/1980,512.50,,,
08/05/1980,515.75,,,
09/05/1980,508.25,,,
12/05/1980,513.25,,,
13/05/1980,512.00,,,
14/05/1980,525.00,,,
15/05/1980,517.00,,,
16/05/1980,516.50,,,
19/05/1980,514.25,,,
20/05/1980,507.75,,,
21/05/1980,513.50,,,
22/05/1980,513.50,,,
23/05/1980,511.25,,,
26/05/1980,511.25,,,
27/05/1980,514.80,,,
28/05/1980,526.50,,,
29/05/1980,519.60,,,
30/05/1980,535.50,,,
02/06/1980,561.50,,,
03/06/1980,552.50,,,
04/06/1980,571.50,,,
05/06/1980,581.75,,,
06/06/1980,581.75,,,
09/06/1980,623.75,,,
10/06/1980,604.00,,,
11/06/1980,596.00,,,
12/06/1980,590.00,,,
13/06/1980,608.40,,,
16/06/1980,590.00,,,
17/06/1980,591.75,,,
18/06/1980,602.50,,,
19/06/1980,599.00,,,
20/06/1980,602.50,,,
23/06/1980,602.50,,,
24/06/1980,603.00,,,
25/06/1980,622.50,,,
26/06/1980,624.50,,,
27/06/1980,637.50,,,
30/06/1980,653.50,,,
01/07/1980,660.00,,,
02/07/1980,661.50,,,
03/07/1980,663.50,,,
04/07/1980,663.50,,,
07/07/1980,667.50,,,
08/07/1980,687.50,,,
09/07/1980,671.00,,,
10/07/1980,656.50,,,
11/07/1980,666.70,,,
14/07/1980,650.00,,,
15/07/1980,619.50,,,
16/07/1980,624.75,,,
17/07/1980,627.25,,,
18/07/1980,606.00,,,
21/07/1980,617.50,,,
22/07/1980,613.00,,,
23/07/1980,631.25,,,
24/07/1980,643.00,,,
25/07/1980,651.75,,,
28/07/1980,643.50,,,
29/07/1980,646.75,,,
30/07/1980,629.00,,,
31/07/1980,614.25,,,
01/08/1980,622.00,,,
04/08/1980,630.75,,,
05/08/1980,630.50,,,
06/08/1980,627.75,,,
07/08/1980,629.50,,,
08/08/1980,630.00,,,
11/08/1980,617.00,,,
12/08/1980,605.00,,,
13/08/1980,615.25,,,
14/08/1980,626.00,,,
15/08/1980,624.50,,,
18/08/1980,612.50,,,
19/08/1980,624.00,,,
20/08/1980,634.75,,,
21/08/1980,645.25,,,
22/08/1980,639.20,,,
25/08/1980,634.75,,,
26/08/1980,628.85,,,
27/08/1980,633.85,,,
28/08/1980,635.30,,,
29/08/1980,631.25,,,
01/09/1980,631.25,,,
02/09/1980,640.00,,,
03/09/1980,636.75,,,
04/09/1980,647.25,,,
05/09/1980,651.00,,,
08/09/1980,672.00,,,
09/09/1980,670.50,,,
10/09/1980,686.50,,,
11/09/1980,674.00,,,
12/09/1980,685.50,,,
15/09/1980,666.50,,,
16/09/1980,668.00,,,
17/09/1980,673.00,,,
18/09/1980,672.25,,,
19/09/1980,674.00,,,
22/09/1980,710.00,,,
23/09/1980,711.00,,,
24/09/1980,710.50,,,
25/09/1980,697.75,,,
26/09/1980,698.25,,,
29/09/1980,679.25,,,
30/09/1980,666.75,,,
01/10/1980,682.00,,,
02/10/1980,665.75,,,
03/10/1980,660.50,,,
06/10/1980,675.80,,,
07/10/1980,678.15,,,
08/10/1980,677.00,,,
09/10/1980,690.00,,,
10/10/1980,685.25,,,
13/10/1980,685.25,,,
14/10/1980,668.50,,,
15/10/1980,678.30,,,
16/10/1980,674.00,,,
17/10/1980,670.50,,,
20/10/1980,657.00,,,
21/10/1980,652.50,,,
22/10/1980,660.00,,,
23/10/1980,634.50,,,
24/10/1980,633.00,,,
27/10/1980,637.25,,,
28/10/1980,631.75,,,
29/10/1980,644.00,,,
30/10/1980,642.80,,,
31/10/1980,629.00,,,
03/11/1980,640.50,,,
04/11/1980,640.50,,,
05/11/1980,652.00,,,
06/11/1980,632.00,,,
07/11/1980,596.00,,,
10/11/1980,612.80,,,
11/11/1980,598.50,,,
12/11/1980,619.50,,,
13/11/1980,622.00,,,
14/11/1980,612.50,,,
17/11/1980,611.75,,,
18/11/1980,619.00,,,
19/11/1980,629.75,,,
20/11/1980,630.50,,,
21/11/1980,634.75,,,
24/11/1980,631.00,,,
25/11/1980,616.35,,,
26/11/1980,623.00,,,
27/11/1980,623.00,,,
28/11/1980,623.00,,,
01/12/1980,635.30,,,
02/12/1980,627.00,,,
03/12/1980,627.50,,,
04/12/1980,631.50,,,
05/12/1980,617.00,,,
08/12/1980,617.25,,,
09/12/1980,604.00,,,
10/12/1980,579.00,,,
11/12/1980,558.00,,,
12/12/1980,562.75,,,
15/12/1980,579.30,,,
16/12/1980,561.00,,,
17/12/1980,575.75,,,
18/12/1980,573.50,,,
19/12/1980,575.00,,,
22/12/1980,594.75,,,
23/12/1980,602.50,,,
24/12/1980,601.00,,,
25/12/1980,601.00,,,
26/12/1980,601.00,,,
29/12/1980,593.75,,,
30/12/1980,589.25,,,
31/12/1980,586.00,,,
01/01/1981,586.00,,,
02/01/1981,586.00,,,
05/01/1981,597.50,,,
06/01/1981,599.25,,,
07/01/1981,585.00,,,
08/01/1981,574.75,,,
09/01/1981,577.75,,,
12/01/1981,562.00,,,
13/01/1981,562.75,,,
14/01/1981,556.50,,,
15/01/1981,571.50,,,
16/01/1981,560.75,,,
19/01/1981,566.75,,,
20/01/1981,562.00,,,
21/01/1981,578.00,,,
22/01/1981,564.00,,,
23/01/1981,553.00,,,
26/01/1981,528.50,,,
27/01/1981,524.00,,,
28/01/1981,523.50,,,
29/01/1981,493.75,,,
30/01/1981,506.50,,,
02/02/1981,493.50,,,
03/02/1981,486.25,,,
04/02/1981,505.00,,,
05/02/1981,498.50,,,
06/02/1981,500.50,,,
09/02/1981,512.50,,,
10/02/1981,519.50,,,
11/02/1981,501.00,,,
12/02/1981,490.25,,,
13/02/1981,491.50,,,
16/02/1981,491.50,,,
17/02/1981,500.75,,,
18/02/1981,505.00,,,
19/02/1981,503.25,,,
20/02/1981,511.50,,,
23/02/1981,501.50,,,
24/02/1981,503.00,,,
25/02/1981,500.50,,,
26/02/1981,492.00,,,
27/02/1981,489.00,,,
02/03/1981,465.50,,,
03/03/1981,471.00,,,
04/03/1981,465.50,,,
05/03/1981,461.50,,,
06/03/1981,467.00,,,
09/03/1981,475.25,,,
10/03/1981,487.25,,,
11/03/1981,476.25,,,
12/03/1981,478.00,,,
13/03/1981,492.00,,,
16/03/1981,499.75,,,
17/03/1981,493.25,,,
18/03/1981,506.00,,,
19/03/1981,510.00,,,
20/03/1981,516.75,,,
23/03/1981,526.00,,,
24/03/1981,536.25,,,
25/03/1981,528.00,,,
26/03/1981,539.50,,,
27/03/1981,538.75,,,
30/03/1981,526.50,,,
31/03/1981,513.75,,,
01/04/1981,514.25,,,
02/04/1981,519.50,,,
03/04/1981,523.00,,,
06/04/1981,533.75,,,
07/04/1981,514.25,,,
08/04/1981,508.50,,,
09/04/1981,503.00,,,
10/04/1981,493.50,,,
13/04/1981,473.75,,,
14/04/1981,483.00,,,
15/04/1981,476.25,,,
16/04/1981,482.50,,,
17/04/1981,482.50,,,
20/04/1981,477.00,,,
21/04/1981,481.00,,,
22/04/1981,501.00,,,
23/04/1981,488.50,,,
24/04/1981,494.50,,,
27/04/1981,483.00,,,
28/04/1981,482.75,,,
29/04/1981,477.25,,,
30/04/1981,482.75,,,
01/05/1981,487.50,,,
04/05/1981,481.50,,,
05/05/1981,476.25,,,
06/05/1981,482.00,,,
07/05/1981,477.75,,,
08/05/1981,485.75,,,
11/05/1981,493.00,,,
12/05/1981,484.00,,,
13/05/1981,484.25,,,
14/05/1981,476.50,,,
15/05/1981,485.00,,,
18/05/1981,481.75,,,
19/05/1981,481.50,,,
20/05/1981,479.75,,,
21/05/1981,475.00,,,
22/05/1981,472.75,,,
25/05/1981,472.75,,,
26/05/1981,466.50,,,
27/05/1981,466.75,,,
28/05/1981,479.00,,,
29/05/1981,479.25,,,
01/06/1981,483.25,,,
02/06/1981,474.00,,,
03/06/1981,475.50,,,
04/06/1981,462.50,,,
05/06/1981,460.00,,,
08/06/1981,473.50,,,
09/06/1981,460.50,,,
10/06/1981,465.25,,,
11/06/1981,464.25,,,
12/06/1981,472.00,,,
15/06/1981,471.75,,,
16/06/1981,461.50,,,
17/06/1981,461.75,,,
18/06/1981,459.00,,,
19/06/1981,458.25,,,
22/06/1981,462.00,,,
23/06/1981,466.50,,,
24/06/1981,462.00,,,
25/06/1981,446.50,,,
26/06/1981,442.00,,,
29/06/1981,428.75,,,
30/06/1981,426.00,,,
01/07/1981,422.00,,,
02/07/1981,414.50,,,
03/07/1981,414.50,,,
06/07/1981,403.75,,,
07/07/1981,405.00,,,
08/07/1981,397.75,,,
09/07/1981,406.25,,,
10/07/1981,416.50,,,
13/07/1981,413.00,,,
14/07/1981,402.25,,,
15/07/1981,412.25,,,
16/07/1981,418.25,,,
17/07/1981,415.00,,,
20/07/1981,412.50,,,
21/07/1981,406.00,,,
22/07/1981,411.50,,,
23/07/1981,407.75,,,
24/07/1981,407.50,,,
27/07/1981,408.75,,,
28/07/1981,401.50,,,
29/07/1981,404.20,,,
30/07/1981,402.25,,,
31/07/1981,406.00,,,
03/08/1981,392.50,,,
04/08/1981,391.25,,,
05/08/1981,392.40,,,
06/08/1981,393.25,,,
07/08/1981,397.25,,,
10/08/1981,393.75,,,
11/08/1981,401.00,,,
12/08/1981,417.50,,,
13/08/1981,407.25,,,
14/08/1981,413.00,,,
17/08/1981,441.50,,,
18/08/1981,420.00,,,
19/08/1981,431.50,,,
20/08/1981,429.00,,,
21/08/1981,429.50,,,
24/08/1981,422.00,,,
25/08/1981,409.75,,,
26/08/1981,414.00,,,
27/08/1981,411.75,,,
28/08/1981,425.00,,,
31/08/1981,427.00,,,
01/09/1981,421.50,,,
02/09/1981,430.00,,,
03/09/1981,436.50,,,
04/09/1981,439.50,,,
07/09/1981,439.50,,,
08/09/1981,439.00,,,
09/09/1981,436.75,,,
10/09/1981,451.50,,,
11/09/1981,448.25,,,
14/09/1981,451.25,,,
15/09/1981,456.00,,,
16/09/1981,449.00,,,
17/09/1981,459.00,,,
18/09/1981,447.00,,,
21/09/1981,463.50,,,
22/09/1981,462.00,,,
23/09/1981,456.50,,,
24/09/1981,446.25,,,
25/09/1981,450.50,,,
28/09/1981,421.50,,,
29/09/1981,431.75,,,
30/09/1981,428.75,,,
01/10/1981,436.75,,,
02/10/1981,435.00,,,
05/10/1981,441.25,,,
06/10/1981,443.00,,,
07/10/1981,445.50,,,
08/10/1981,443.25,,,
09/10/1981,453.50,,,
12/10/1981,453.50,,,
13/10/1981,443.25,,,
14/10/1981,444.25,,,
15/10/1981,446.65,,,
16/10/1981,443.75,,,
19/10/1981,436.70,,,
20/10/1981,437.30,,,
21/10/1981,429.00,,,
22/10/1981,433.75,,,
23/10/1981,432.50,,,
26/10/1981,426.00,,,
27/10/1981,427.40,,,
28/10/1981,430.80,,,
29/10/1981,424.50,,,
30/10/1981,427.00,,,
02/11/1981,430.00,,,
03/11/1981,428.25,,,
04/11/1981,431.25,,,
05/11/1981,428.50,,,
06/11/1981,428.25,,,
09/11/1981,429.75,,,
10/11/1981,418.50,,,
11/11/1981,412.00,,,
12/11/1981,411.50,,,
13/11/1981,412.50,,,
16/11/1981,404.25,,,
17/11/1981,398.75,,,
18/11/1981,403.75,,,
19/11/1981,401.00,,,
20/11/1981,401.50,,,
23/11/1981,396.75,,,
24/11/1981,399.25,,,
25/11/1981,409.50,,,
26/11/1981,409.50,,,
27/11/1981,409.50,,,
30/11/1981,414.50,,,
01/12/1981,402.50,,,
02/12/1981,406.75,,,
03/12/1981,416.50,,,
04/12/1981,426.00,,,
07/12/1981,416.75,,,
08/12/1981,415.25,,,
09/12/1981,410.25,,,
10/12/1981,405.50,,,
11/12/1981,409.75,,,
14/12/1981,417.50,,,
15/12/1981,413.25,,,
16/12/1981,416.75,,,
17/12/1981,416.25,,,
18/12/1981,415.75,,,
21/12/1981,410.50,,,
22/12/1981,399.60,,,
23/12/1981,400.40,,,
24/12/1981,400.40,,,
25/12/1981,400.40,,,
28/12/1981,396.00,,,
29/12/1981,395.00,,,
30/12/1981,397.50,,,
31/12/1981,401.00,,,
01/01/1982,401.00,,,
04/01/1982,395.00,,,
05/01/1982,403.50,,,
06/01/1982,401.50,,,
07/01/1982,396.50,,,
08/01/1982,400.25,,,
11/01/1982,388.25,,,
12/01/1982,389.00,,,
13/01/1982,380.00,,,
14/01/1982,374.75,,,
15/01/1982,379.25,,,
18/01/1982,373.75,,,
19/01/1982,375.25,,,
20/01/1982,371.50,,,
21/01/1982,376.00,,,
22/01/1982,377.25,,,
25/01/1982,372.00,,,
26/01/1982,376.50,,,
27/01/1982,381.75,,,
28/01/1982,383.50,,,
29/01/1982,387.00,,,
01/02/1982,379.50,,,
02/02/1982,379.15,,,
03/02/1982,378.00,,,
04/02/1982,383.75,,,
05/02/1982,384.25,,,
08/02/1982,379.75,,,
09/02/1982,378.50,,,
10/02/1982,382.15,,,
11/02/1982,380.00,,,
12/02/1982,377.50,,,
15/02/1982,377.50,,,
16/02/1982,375.25,,,
17/02/1982,374.00,,,
18/02/1982,369.25,,,
19/02/1982,369.25,,,
22/02/1982,364.25,,,
23/02/1982,361.00,,,
24/02/1982,362.75,,,
25/02/1982,366.45,,,
26/02/1982,362.60,,,
01/03/1982,361.25,,,
02/03/1982,361.25,,,
03/03/1982,353.75,,,
04/03/1982,346.50,,,
05/03/1982,342.40,,,
08/03/1982,330.50,,,
09/03/1982,329.25,,,
10/03/1982,333.00,,,
11/03/1982,331.75,,,
12/03/1982,323.25,,,
15/03/1982,312.00,,,
16/03/1982,324.50,,,
17/03/1982,316.00,,,
18/03/1982,320.00,,,
19/03/1982,315.75,,,
22/03/1982,320.80,,,
24/03/1982,331.75,,,
25/03/1982,327.75,,,
26/03/1982,322.25,,,
29/03/1982,318.50,,,
30/03/1982,324.25,,,
31/03/1982,320.22,,,
01/04/1982,327.00,,,
02/04/1982,327.75,,,
05/04/1982,337.50,,,
06/04/1982,345.50,,,
07/04/1982,354.00,,,
08/04/1982,351.50,,,
09/04/1982,351.50,,,
12/04/1982,353.50,,,
13/04/1982,353.50,,,
14/04/1982,366.75,,,
15/04/1982,363.25,,,
16/04/1982,362.75,,,
19/04/1982,357.00,,,
20/04/1982,343.00,,,
21/04/1982,346.75,,,
22/04/1982,345.00,,,
23/04/1982,352.25,,,
26/04/1982,357.00,,,
27/04/1982,351.75,,,
28/04/1982,354.50,,,
29/04/1982,348.75,,,
30/04/1982,361.25,,,
03/05/1982,345.50,,,
04/05/1982,341.75,,,
05/05/1982,338.40,,,
06/05/1982,334.50,,,
07/05/1982,334.75,,,
10/05/1982,329.00,,,
11/05/1982,332.25,,,
12/05/1982,331.50,,,
13/05/1982,331.00,,,
14/05/1982,333.25,,,
17/05/1982,338.50,,,
18/05/1982,338.00,,,
19/05/1982,342.00,,,
20/05/1982,342.50,,,
21/05/1982,338.50,,,
24/05/1982,329.00,,,
25/05/1982,327.90,,,
26/05/1982,330.25,,,
27/05/1982,324.25,,,
28/05/1982,325.25,,,
31/05/1982,325.25,,,
01/06/1982,318.75,,,
02/06/1982,318.50,,,
03/06/1982,320.35,,,
04/06/1982,318.75,,,
07/06/1982,325.25,,,
08/06/1982,328.75,,,
09/06/1982,326.00,,,
10/06/1982,326.75,,,
11/06/1982,325.25,,,
14/06/1982,320.75,,,
15/06/1982,315.00,,,
16/06/1982,317.00,,,
17/06/1982,309.00,,,
18/06/1982,308.75,,,
21/06/1982,296.75,,,
22/06/1982,304.00,,,
23/06/1982,304.00,,,
24/06/1982,310.25,,,
25/06/1982,305.50,,,
28/06/1982,303.75,,,
29/06/1982,309.00,,,
30/06/1982,317.50,,,
01/07/1982,310.20,,,
02/07/1982,312.70,,,
06/07/1982,311.00,,,
07/07/1982,306.70,,,
08/07/1982,313.50,,,
09/07/1982,328.50,,,
12/07/1982,343.00,,,
13/07/1982,352.50,,,
14/07/1982,352.70,,,
15/07/1982,350.20,,,
16/07/1982,347.00,,,
19/07/1982,347.50,,,
20/07/1982,347.70,,,
21/07/1982,366.50,,,
22/07/1982,353.00,,,
23/07/1982,363.20,,,
26/07/1982,352.20,,,
27/07/1982,351.20,,,
28/07/1982,347.00,,,
29/07/1982,342.50,,,
30/07/1982,342.90,,,
02/08/1982,351.30,,,
03/08/1982,349.20,,,
04/08/1982,346.20,,,
05/08/1982,346.50,,,
06/08/1982,344.70,,,
09/08/1982,336.00,,,
10/08/1982,338.20,,,
11/08/1982,333.50,,,
12/08/1982,334.70,,,
13/08/1982,338.00,,,
16/08/1982,341.70,,,
17/08/1982,337.70,,,
18/08/1982,357.70,,,
19/08/1982,356.60,,,
20/08/1982,386.50,,,
23/08/1982,394.50,,,
24/08/1982,407.70,,,
25/08/1982,401.00,,,
26/08/1982,417.00,,,
27/08/1982,418.00,,,
30/08/1982,402.20,,,
31/08/1982,411.50,,,
01/09/1982,405.20,,,
02/09/1982,409.70,,,
03/09/1982,455.00,,,
07/09/1982,481.00,,,
08/09/1982,458.00,,,
09/09/1982,466.00,,,
10/09/1982,453.00,,,
13/09/1982,439.00,,,
14/09/1982,454.20,,,
15/09/1982,443.20,,,
16/09/1982,448.50,,,
17/09/1982,441.50,,,
20/09/1982,424.20,,,
21/09/1982,426.50,,,
22/09/1982,443.70,,,
23/09/1982,435.80,,,
24/09/1982,431.00,,,
27/09/1982,413.70,,,
28/09/1982,410.50,,,
29/09/1982,409.70,,,
30/09/1982,397.00,,,
01/10/1982,402.00,,,
04/10/1982,387.50,,,
05/10/1982,390.20,,,
06/10/1982,404.00,,,
07/10/1982,418.50,,,
08/10/1982,433.00,,,
12/10/1982,441.20,,,
13/10/1982,428.70,,,
14/10/1982,448.00,,,
15/10/1982,432.50,,,
18/10/1982,428.20,,,
19/10/1982,441.50,,,
20/10/1982,422.00,,,
21/10/1982,432.50,,,
22/10/1982,428.00,,,
25/10/1982,418.60,,,
26/10/1982,419.20,,,
27/10/1982,417.70,,,
28/10/1982,418.20,,,
03/11/1982,427.50,,,
04/11/1982,424.70,,,
05/11/1982,417.50,,,
08/11/1982,407.20,,,
09/11/1982,409.20,,,
10/11/1982,411.00,,,
11/11/1982,401.20,,,
12/11/1982,398.00,,,
15/11/1982,403.20,,,
16/11/1982,407.50,,,
17/11/1982,412.50,,,
18/11/1982,408.50,,,
19/11/1982,417.60,,,
22/11/1982,410.50,,,
23/11/1982,406.00,,,
24/11/1982,409.20,,,
26/11/1982,406.00,,,
29/11/1982,434.00,,,
30/11/1982,436.00,,,
01/12/1982,440.20,,,
02/12/1982,446.20,,,
03/12/1982,441.20,,,
06/12/1982,445.20,,,
07/12/1982,454.50,,,
08/12/1982,445.00,,,
09/12/1982,437.50,,,
10/12/1982,435.70,,,
13/12/1982,438.70,,,
14/12/1982,449.40,,,
15/12/1982,437.50,,,
16/12/1982,440.20,,,
17/12/1982,437.00,,,
20/12/1982,440.20,,,
21/12/1982,442.20,,,
22/12/1982,447.20,,,
23/12/1982,445.70,,,
27/12/1982,457.00,,,
28/12/1982,455.50,,,
29/12/1982,460.50,,,
30/12/1982,456.90,,,
03/01/1983,452.00,,,
04/01/1983,449.50,,,
05/01/1983,454.00,,,
06/01/1983,454.50,,,
07/01/1983,465.00,,,
10/01/1983,474.00,,,
11/01/1983,484.50,,,
12/01/1983,480.50,,,
13/01/1983,488.20,,,
14/01/1983,483.20,,,
17/01/1983,498.50,,,
18/01/1983,485.00,,,
19/01/1983,495.50,,,
20/01/1983,487.20,,,
21/01/1983,485.00,,,
24/01/1983,476.00,,,
25/01/1983,488.70,,,
26/01/1983,486.50,,,
27/01/1983,496.50,,,
28/01/1983,493.70,,,
31/01/1983,499.50,,,
01/02/1983,508.50,,,
02/02/1983,498.20,,,
03/02/1983,503.50,,,
04/02/1983,498.50,,,
07/02/1983,490.20,,,
08/02/1983,497.20,,,
09/02/1983,490.50,,,
10/02/1983,496.00,,,
11/02/1983,504.50,,,
14/02/1983,500.50,,,
15/02/1983,509.20,,,
16/02/1983,508.50,,,
17/02/1983,504.70,,,
18/02/1983,503.50,,,
22/02/1983,485.50,,,
23/02/1983,470.20,,,
24/02/1983,475.00,,,
25/02/1983,464.70,,,
28/02/1983,408.50,,,
01/03/1983,414.00,,,
02/03/1983,430.00,,,
03/03/1983,429.50,,,
04/03/1983,412.50,,,
07/03/1983,420.70,,,
08/03/1983,417.50,,,
09/03/1983,426.00,,,
10/03/1983,434.70,,,
11/03/1983,420.50,,,
14/03/1983,428.50,,,
15/03/1983,434.50,,,
16/03/1983,419.00,,,
17/03/1983,416.50,,,
18/03/1983,421.70,,,
21/03/1983,414.50,,,
22/03/1983,421.20,,,
23/03/1983,410.00,,,
24/03/1983,415.50,,,
25/03/1983,411.70,,,
28/03/1983,408.70,,,
29/03/1983,412.70,,,
30/03/1983,418.00,,,
31/03/1983,414.70,,,
04/04/1983,417.00,,,
05/04/1983,426.70,,,
06/04/1983,428.50,,,
07/04/1983,425.70,,,
08/04/1983,421.20,,,
11/04/1983,426.70,,,
12/04/1983,432.70,,,
13/04/1983,429.20,,,
14/04/1983,435.50,,,
15/04/1983,436.50,,,
18/04/1983,443.00,,,
19/04/1983,439.50,,,
20/04/1983,433.70,,,
21/04/1983,439.50,,,
22/04/1983,437.00,,,
25/04/1983,441.50,,,
26/04/1983,435.50,,,
27/04/1983,434.20,,,
28/04/1983,428.50,,,
29/04/1983,429.20,,,
02/05/1983,428.50,,,
03/05/1983,433.50,,,
04/05/1983,432.70,,,
05/05/1983,433.70,,,
06/05/1983,431.20,,,
09/05/1983,434.00,,,
10/05/1983,443.70,,,
11/05/1983,443.00,,,
12/05/1983,439.70,,,
13/05/1983,441.20,,,
16/05/1983,436.20,,,
17/05/1983,440.70,,,
18/05/1983,442.70,,,
19/05/1983,442.60,,,
20/05/1983,438.70,,,
23/05/1983,432.70,,,
24/05/1983,436.80,,,
25/05/1983,441.70,,,
26/05/1983,440.00,,,
27/05/1983,437.20,,,
31/05/1983,437.50,,,
01/06/1983,410.00,,,
02/06/1983,412.50,,,
03/06/1983,411.50,,,
06/06/1983,407.70,,,
07/06/1983,400.20,,,
08/06/1983,403.00,,,
09/06/1983,407.70,,,
10/06/1983,411.20,,,
13/06/1983,413.00,,,
14/06/1983,407.90,,,
15/06/1983,408.20,,,
16/06/1983,412.50,,,
17/06/1983,415.50,,,
20/06/1983,415.70,,,
21/06/1983,414.70,,,
22/06/1983,420.50,,,
23/06/1983,420.50,,,
24/06/1983,423.50,,,
27/06/1983,419.50,,,
28/06/1983,416.00,,,
29/06/1983,414.80,,,
30/06/1983,416.00,,,
01/07/1983,416.20,,,
05/07/1983,410.70,,,
06/07/1983,411.60,,,
07/07/1983,412.20,,,
08/07/1983,426.00,,,
11/07/1983,430.50,,,
12/07/1983,429.00,,,
13/07/1983,427.20,,,
14/07/1983,426.20,,,
15/07/1983,422.20,,,
18/07/1983,422.40,,,
19/07/1983,423.70,,,
20/07/1983,428.20,,,
21/07/1983,429.70,,,
22/07/1983,423.50,,,
25/07/1983,422.00,,,
26/07/1983,425.50,,,
27/07/1983,426.20,,,
28/07/1983,425.50,,,
29/07/1983,422.00,,,
01/08/1983,411.20,,,
02/08/1983,414.20,,,
03/08/1983,411.00,,,
04/08/1983,414.00,,,
05/08/1983,409.70,,,
08/08/1983,408.50,,,
09/08/1983,413.00,,,
10/08/1983,408.20,,,
11/08/1983,411.70,,,
12/08/1983,412.40,,,
15/08/1983,416.00,,,
16/08/1983,420.50,,,
17/08/1983,422.50,,,
18/08/1983,421.50,,,
19/08/1983,417.70,,,
22/08/1983,421.70,,,
23/08/1983,426.40,,,
24/08/1983,424.00,,,
25/08/1983,423.20,,,
26/08/1983,417.00,,,
29/08/1983,416.50,,,
30/08/1983,418.10,,,
31/08/1983,414.20,,,
01/09/1983,416.60,,,
02/09/1983,417.50,,,
06/09/1983,418.20,,,
07/09/1983,413.20,,,
08/09/1983,414.00,,,
09/09/1983,414.70,,,
12/09/1983,415.70,,,
13/09/1983,406.70,,,
14/09/1983,401.70,,,
15/09/1983,405.20,,,
19/09/1983,412.20,,,
20/09/1983,412.30,,,
21/09/1983,411.20,,,
22/09/1983,407.70,,,
23/09/1983,413.00,,,
26/09/1983,415.00,,,
27/09/1983,412.20,,,
28/09/1983,413.60,,,
29/09/1983,408.70,,,
30/09/1983,405.00,,,
03/10/1983,389.00,,,
04/10/1983,393.50,,,
05/10/1983,389.50,,,
06/10/1983,394.00,,,
07/10/1983,397.40,,,
10/10/1983,397.40,,,
11/10/1983,399.00,,,
12/10/1983,394.70,,,
13/10/1983,398.60,,,
14/10/1983,398.70,,,
17/10/1983,395.00,,,
18/10/1983,397.20,,,
19/10/1983,394.00,,,
20/10/1983,389.70,,,
21/10/1983,394.20,,,
24/10/1983,394.50,,,
25/10/1983,398.00,,,
26/10/1983,392.60,,,
27/10/1983,384.50,,,
28/10/1983,387.70,,,
31/10/1983,382.00,,,
01/11/1983,377.70,,,
02/11/1983,383.00,,,
03/11/1983,377.70,,,
