USD/Gold per ounce,price,,,
07/06/2011,1543.75,,,
08/06/2011,1535.55,,,
09/06/2011,1542.35,,,
10/06/2011,1529.90,,,
13/06/2011,1514.73,,,
14/06/2011,1522.10,,,
15/06/2011,1530.20,,,
16/06/2011,1528.35,,,
17/06/2011,1539.00,,,
20/06/2011,1539.95,,,
21/06/2011,1545.70,,,
22/06/2011,1545.80,,,
23/06/2011,1518.85,,,
24/06/2011,1500.15,,,
27/06/2011,1495.00,,,
28/06/2011,1500.50,,,
29/06/2011,1511.55,,,
30/06/2011,1499.60,,,
01/07/2011,1484.50,,,
04/07/2011,1495.54,,,
05/07/2011,1515.70,,,
06/07/2011,1527.50,,,
07/07/2011,1530.55,,,
08/07/2011,1542.25,,,
11/07/2011,1553.60,,,
12/07/2011,1565.20,,,
13/07/2011,1581.75,,,
14/07/2011,1586.75,,,
15/07/2011,1592.10,,,
18/07/2011,1603.40,,,
19/07/2011,1587.85,,,
20/07/2011,1600.10,,,
21/07/2011,1587.90,,,
22/07/2011,1597.25,,,
25/07/2011,1614.05,,,
26/07/2011,1618.80,,,
27/07/2011,1613.00,,,
28/07/2011,1616.35,,,
29/07/2011,1626.14,,,
01/08/2011,1618.10,,,
02/08/2011,1659.25,,,
03/08/2011,1660.70,,,
04/08/2011,1647.90,,,
05/08/2011,1664.50,,,
08/08/2011,1716.85,,,
09/08/2011,1743.40,,,
10/08/2011,1794.50,,,
11/08/2011,1765.90,,,
12/08/2011,1745.99,,,
15/08/2011,1765.00,,,
16/08/2011,1785.00,,,
17/08/2011,1788.15,,,
18/08/2011,1823.85,,,
19/08/2011,1851.95,,,
22/08/2011,1897.10,,,
23/08/2011,1829.65,,,
24/08/2011,1750.55,,,
25/08/2011,1770.59,,,
26/08/2011,1828.05,,,
29/08/2011,1787.10,,,
30/08/2011,1834.44,,,
31/08/2011,1823.30,,,
01/09/2011,1824.55,,,
02/09/2011,1883.70,,,
05/09/2011,1898.99,,,
06/09/2011,1872.90,,,
07/09/2011,1816.46,,,
08/09/2011,1868.26,,,
09/09/2011,1857.31,,,
12/09/2011,1813.25,,,
13/09/2011,1833.30,,,
14/09/2011,1819.20,,,
15/09/2011,1788.64,,,
16/09/2011,1810.84,,,
19/09/2011,1777.64,,,
20/09/2011,1803.25,,,
21/09/2011,1781.29,,,
22/09/2011,1735.33,,,
23/09/2011,1655.29,,,
26/09/2011,1626.85,,,
27/09/2011,1649.45,,,
28/09/2011,1607.94,,,
29/09/2011,1614.05,,,
30/09/2011,1623.25,,,
03/10/2011,1660.09,,,
04/10/2011,1623.44,,,
05/10/2011,1640.40,,,
06/10/2011,1649.68,,,
07/10/2011,1638.59,,,
10/10/2011,1674.94,,,
11/10/2011,1662.24,,,
12/10/2011,1676.70,,,
13/10/2011,1666.20,,,
14/10/2011,1679.09,,,
17/10/2011,1669.15,,,
18/10/2011,1654.29,,,
19/10/2011,1641.30,,,
20/10/2011,1618.60,,,
21/10/2011,1640.52,,,
24/10/2011,1652.18,,,
25/10/2011,1703.35,,,
26/10/2011,1723.75,,,
27/10/2011,1743.95,,,
28/10/2011,1742.09,,,
31/10/2011,1713.25,,,
01/11/2011,1718.30,,,
02/11/2011,1735.00,,,
03/11/2011,1762.65,,,
04/11/2011,1753.29,,,
07/11/2011,1795.25,,,
08/11/2011,1784.50,,,
09/11/2011,1771.49,,,
10/11/2011,1758.34,,,
11/11/2011,1788.49,,,
14/11/2011,1780.50,,,
15/11/2011,1780.90,,,
16/11/2011,1761.49,,,
17/11/2011,1718.69,,,
18/11/2011,1722.35,,,
21/11/2011,1680.19,,,
22/11/2011,1698.69,,,
23/11/2011,1692.44,,,
24/11/2011,1694.25,,,
25/11/2011,1679.63,,,
28/11/2011,1711.70,,,
29/11/2011,1715.89,,,
30/11/2011,1745.10,,,
01/12/2011,1744.39,,,
02/12/2011,1744.39,,,
05/12/2011,1720.69,,,
06/12/2011,1727.34,,,
07/12/2011,1741.24,,,
08/12/2011,1708.19,,,
09/12/2011,1710.39,,,
12/12/2011,1665.44,,,
13/12/2011,1631.49,,,
14/12/2011,1574.30,,,
15/12/2011,1569.99,,,
16/12/2011,1597.49,,,
19/12/2011,1593.50,,,
20/12/2011,1614.79,,,
21/12/2011,1614.29,,,
22/12/2011,1603.84,,,
23/12/2011,1605.74,,,
26/12/2011,1604.96,,,
27/12/2011,1592.04,,,
28/12/2011,1552.14,,,
29/12/2011,1545.99,,,
30/12/2011,1563.80,,,
02/01/2012,1565.41,,,
03/01/2012,1603.69,,,
04/01/2012,1611.54,,,
05/01/2012,1622.50,,,
06/01/2012,1616.39,,,
09/01/2012,1611.00,,,
10/01/2012,1630.88,,,
11/01/2012,1641.30,,,
12/01/2012,1649.69,,,
13/01/2012,1638.49,,,
16/01/2012,1642.90,,,
17/01/2012,1651.29,,,
18/01/2012,1660.75,,,
19/01/2012,1657.20,,,
20/01/2012,1666.40,,,
23/01/2012,1676.50,,,
24/01/2012,1664.70,,,
25/01/2012,1711.40,,,
26/01/2012,1720.64,,,
27/01/2012,1738.39,,,
30/01/2012,1729.55,,,
31/01/2012,1739.03,,,
01/02/2012,1742.74,,,
02/02/2012,1759.39,,,
03/02/2012,1724.44,,,
06/02/2012,1719.80,,,
07/02/2012,1746.00,,,
08/02/2012,1732.99,,,
09/02/2012,1729.10,,,
10/02/2012,1719.39,,,
13/02/2012,1721.89,,,
14/02/2012,1719.60,,,
15/02/2012,1728.59,,,
16/02/2012,1728.30,,,
17/02/2012,1721.89,,,
20/02/2012,1733.50,,,
21/02/2012,1758.75,,,
22/02/2012,1777.15,,,
23/02/2012,1779.60,,,
24/02/2012,1772.89,,,
27/02/2012,1765.82,,,
28/02/2012,1785.29,,,
29/02/2012,1694.70,,,
01/03/2012,1715.94,,,
02/03/2012,1711.89,,,
05/03/2012,1706.30,,,
06/03/2012,1673.60,,,
07/03/2012,1684.34,,,
08/03/2012,1700.25,,,
09/03/2012,1712.59,,,
12/03/2012,1700.03,,,
13/03/2012,1674.89,,,
14/03/2012,1642.10,,,
15/03/2012,1657.73,,,
16/03/2012,1660.04,,,
19/03/2012,1662.55,,,
20/03/2012,1648.35,,,
21/03/2012,1649.89,,,
22/03/2012,1642.85,,,
23/03/2012,1661.73,,,
26/03/2012,1689.37,,,
27/03/2012,1679.44,,,
28/03/2012,1661.57,,,
29/03/2012,1660.88,,,
30/03/2012,1668.29,,,
02/04/2012,1677.25,,,
03/04/2012,1644.83,,,
04/04/2012,1619.73,,,
05/04/2012,1630.64,,,
06/04/2012,1637.99,,,
09/04/2012,1640.78,,,
10/04/2012,1659.85,,,
11/04/2012,1657.45,,,
12/04/2012,1674.98,,,
13/04/2012,1658.39,,,
16/04/2012,1651.60,,,
17/04/2012,1649.29,,,
18/04/2012,1640.07,,,
19/04/2012,1641.60,,,
20/04/2012,1642.09,,,
23/04/2012,1636.70,,,
24/04/2012,1640.39,,,
25/04/2012,1644.13,,,
26/04/2012,1654.90,,,
27/04/2012,1661.44,,,
30/04/2012,1663.88,,,
01/05/2012,1660.10,,,
02/05/2012,1652.89,,,
03/05/2012,1635.29,,,
04/05/2012,1642.42,,,
07/05/2012,1637.15,,,
08/05/2012,1604.39,,,
09/05/2012,1588.86,,,
10/05/2012,1593.26,,,
11/05/2012,1579.44,,,
14/05/2012,1556.35,,,
15/05/2012,1543.95,,,
16/05/2012,1538.05,,,
17/05/2012,1572.00,,,
18/05/2012,1591.80,,,
21/05/2012,1590.65,,,
22/05/2012,1566.95,,,
23/05/2012,1560.00,,,
24/05/2012,1557.00,,,
25/05/2012,1572.84,,,
28/05/2012,1572.83,,,
29/05/2012,1555.25,,,
30/05/2012,1561.84,,,
31/05/2012,1558.70,,,
01/06/2012,1625.64,,,
04/06/2012,1616.40,,,
05/06/2012,1616.49,,,
06/06/2012,1619.79,,,
07/06/2012,1588.39,,,
08/06/2012,1593.84,,,
11/06/2012,1596.05,,,
12/06/2012,1609.44,,,
13/06/2012,1617.74,,,
14/06/2012,1622.92,,,
15/06/2012,1626.26,,,
18/06/2012,1627.79,,,
19/06/2012,1617.46,,,
20/06/2012,1605.29,,,
21/06/2012,1564.69,,,
22/06/2012,1571.54,,,
25/06/2012,1583.99,,,
26/06/2012,1571.54,,,
27/06/2012,1573.69,,,
28/06/2012,1551.29,,,
29/06/2012,1598.20,,,
02/07/2012,1595.74,,,
03/07/2012,1614.65,,,
04/07/2012,1615.13,,,
05/07/2012,1602.75,,,
06/07/2012,1582.29,,,
09/07/2012,1586.65,,,
10/07/2012,1564.50,,,
11/07/2012,1576.29,,,
12/07/2012,1571.79,,,
13/07/2012,1588.44,,,
16/07/2012,1588.85,,,
17/07/2012,1581.25,,,
18/07/2012,1572.30,,,
19/07/2012,1580.55,,,
20/07/2012,1582.73,,,
23/07/2012,1575.40,,,
24/07/2012,1579.94,,,
25/07/2012,1603.88,,,
26/07/2012,1615.59,,,
27/07/2012,1622.78,,,
30/07/2012,1620.49,,,
31/07/2012,1613.29,,,
01/08/2012,1598.59,,,
02/08/2012,1589.74,,,
03/08/2012,1603.80,,,
06/08/2012,1610.39,,,
07/08/2012,1610.68,,,
08/08/2012,1611.29,,,
09/08/2012,1617.09,,,
10/08/2012,1619.55,,,
13/08/2012,1609.54,,,
14/08/2012,1598.04,,,
15/08/2012,1602.88,,,
16/08/2012,1614.30,,,
17/08/2012,1615.30,,,
20/08/2012,1620.09,,,
21/08/2012,1637.89,,,
22/08/2012,1653.39,,,
23/08/2012,1670.04,,,
24/08/2012,1669.85,,,
27/08/2012,1663.60,,,
28/08/2012,1666.53,,,
29/08/2012,1655.94,,,
30/08/2012,1655.54,,,
31/08/2012,1690.54,,,
03/09/2012,1691.79,,,
04/09/2012,1694.40,,,
05/09/2012,1693.04,,,
06/09/2012,1701.04,,,
07/09/2012,1736.00,,,
10/09/2012,1725.19,,,
11/09/2012,1731.64,,,
12/09/2012,1731.00,,,
13/09/2012,1766.29,,,
14/09/2012,1771.98,,,
17/09/2012,1760.95,,,
18/09/2012,1770.34,,,
19/09/2012,1769.19,,,
20/09/2012,1766.09,,,
21/09/2012,1772.44,,,
24/09/2012,1763.65,,,
25/09/2012,1760.04,,,
26/09/2012,1751.59,,,
27/09/2012,1777.29,,,
28/09/2012,1770.69,,,
01/10/2012,1773.79,,,
02/10/2012,1777.39,,,
03/10/2012,1778.54,,,
04/10/2012,1788.55,,,
05/10/2012,1780.48,,,
08/10/2012,1774.29,,,
09/10/2012,1763.54,,,
10/10/2012,1761.94,,,
11/10/2012,1768.19,,,
12/10/2012,1753.75,,,
15/10/2012,1735.49,,,
16/10/2012,1747.19,,,
17/10/2012,1749.69,,,
18/10/2012,1741.09,,,
19/10/2012,1720.40,,,
22/10/2012,1728.84,,,
23/10/2012,1708.09,,,
24/10/2012,1701.93,,,
25/10/2012,1711.19,,,
26/10/2012,1710.74,,,
29/10/2012,1709.24,,,
30/10/2012,1708.88,,,
31/10/2012,1720.05,,,
01/11/2012,1714.09,,,
02/11/2012,1677.35,,,
05/11/2012,1683.99,,,
06/11/2012,1715.34,,,
07/11/2012,1716.31,,,
08/11/2012,1729.99,,,
09/11/2012,1730.86,,,
12/11/2012,1727.74,,,
13/11/2012,1724.89,,,
14/11/2012,1726.05,,,
15/11/2012,1715.19,,,
16/11/2012,1713.09,,,
19/11/2012,1731.50,,,
20/11/2012,1728.04,,,
21/11/2012,1728.53,,,
22/11/2012,1729.05,,,
23/11/2012,1752.50,,,
26/11/2012,1748.49,,,
27/11/2012,1741.65,,,
28/11/2012,1719.31,,,
29/11/2012,1724.79,,,
30/11/2012,1714.40,,,
03/12/2012,1714.85,,,
04/12/2012,1696.74,,,
05/12/2012,1693.41,,,
06/12/2012,1698.62,,,
07/12/2012,1703.04,,,
10/12/2012,1709.85,,,
11/12/2012,1709.70,,,
12/12/2012,1711.55,,,
13/12/2012,1696.69,,,
14/12/2012,1695.03,,,
17/12/2012,1697.42,,,
18/12/2012,1669.54,,,
19/12/2012,1666.56,,,
20/12/2012,1647.14,,,
21/12/2012,1656.61,,,
24/12/2012,1656.99,,,
25/12/2012,1658.29,,,
26/12/2012,1659.76,,,
27/12/2012,1663.29,,,
28/12/2012,1654.90,,,
31/12/2012,1674.34,,,
01/01/2013,1674.54,,,
02/01/2013,1686.35,,,
03/01/2013,1662.95,,,
04/01/2013,1656.24,,,
07/01/2013,1646.64,,,
08/01/2013,1658.60,,,
09/01/2013,1657.29,,,
10/01/2013,1674.64,,,
11/01/2013,1662.44,,,
14/01/2013,1666.80,,,
15/01/2013,1678.50,,,
16/01/2013,1678.89,,,
17/01/2013,1687.26,,,
18/01/2013,1683.34,,,
21/01/2013,1689.55,,,
22/01/2013,1691.60,,,
23/01/2013,1685.14,,,
24/01/2013,1667.36,,,
25/01/2013,1658.31,,,
28/01/2013,1654.34,,,
29/01/2013,1663.45,,,
30/01/2013,1676.70,,,
31/01/2013,1662.99,,,
01/02/2013,1666.54,,,
04/02/2013,1674.00,,,
05/02/2013,1672.60,,,
06/02/2013,1677.11,,,
07/02/2013,1670.69,,,
08/02/2013,1666.89,,,
11/02/2013,1649.36,,,
12/02/2013,1650.40,,,
13/02/2013,1642.36,,,
14/02/2013,1634.46,,,
15/02/2013,1609.06,,,
18/02/2013,1609.55,,,
19/02/2013,1604.21,,,
20/02/2013,1562.29,,,
21/02/2013,1575.66,,,
22/02/2013,1580.30,,,
25/02/2013,1593.86,,,
26/02/2013,1613.11,,,
27/02/2013,1597.21,,,
28/02/2013,1579.76,,,
01/03/2013,1574.86,,,
04/03/2013,1573.34,,,
05/03/2013,1575.06,,,
06/03/2013,1583.31,,,
07/03/2013,1578.40,,,
08/03/2013,1577.74,,,
11/03/2013,1580.39,,,
12/03/2013,1592.09,,,
13/03/2013,1587.29,,,
14/03/2013,1589.80,,,
15/03/2013,1591.84,,,
18/03/2013,1604.80,,,
19/03/2013,1612.79,,,
20/03/2013,1605.89,,,
21/03/2013,1614.09,,,
22/03/2013,1607.95,,,
25/03/2013,1604.90,,,
26/03/2013,1598.59,,,
27/03/2013,1604.79,,,
28/03/2013,1596.17,,,
01/04/2013,1598.40,,,
02/04/2013,1575.24,,,
03/04/2013,1557.35,,,
04/04/2013,1552.71,,,
05/04/2013,1581.50,,,
08/04/2013,1573.09,,,
09/04/2013,1584.70,,,
10/04/2013,1558.14,,,
11/04/2013,1560.74,,,
12/04/2013,1478.35,,,
15/04/2013,1352.75,,,
16/04/2013,1367.79,,,
17/04/2013,1376.50,,,
18/04/2013,1390.75,,,
19/04/2013,1403.85,,,
22/04/2013,1425.14,,,
23/04/2013,1412.24,,,
24/04/2013,1430.80,,,
25/04/2013,1466.99,,,
26/04/2013,1462.50,,,
29/04/2013,1475.79,,,
30/04/2013,1476.60,,,
01/05/2013,1456.74,,,
02/05/2013,1466.24,,,
03/05/2013,1470.20,,,
06/05/2013,1468.89,,,
07/05/2013,1451.99,,,
08/05/2013,1472.19,,,
09/05/2013,1457.70,,,
10/05/2013,1447.70,,,
13/05/2013,1430.05,,,
14/05/2013,1425.39,,,
15/05/2013,1392.29,,,
16/05/2013,1385.69,,,
17/05/2013,1358.70,,,
20/05/2013,1393.65,,,
21/05/2013,1375.44,,,
22/05/2013,1368.54,,,
23/05/2013,1390.70,,,
24/05/2013,1385.55,,,
27/05/2013,1394.28,,,
28/05/2013,1379.85,,,
29/05/2013,1392.45,,,
30/05/2013,1413.25,,,
31/05/2013,1386.40,,,
03/06/2013,1411.10,,,
04/06/2013,1399.04,,,
05/06/2013,1402.80,,,
06/06/2013,1413.15,,,
07/06/2013,1383.89,,,
10/06/2013,1386.40,,,
11/06/2013,1378.99,,,
12/06/2013,1387.79,,,
13/06/2013,1385.44,,,
14/06/2013,1390.20,,,
17/06/2013,1384.35,,,
18/06/2013,1367.79,,,
19/06/2013,1350.69,,,
20/06/2013,1277.39,,,
21/06/2013,1296.75,,,
24/06/2013,1281.29,,,
25/06/2013,1276.74,,,
26/06/2013,1225.24,,,
27/06/2013,1199.79,,,
28/06/2013,1233.14,,,
01/07/2013,1252.80,,,
02/07/2013,1241.39,,,
03/07/2013,1251.19,,,
04/07/2013,1249.19,,,
05/07/2013,1223.31,,,
08/07/2013,1235.89,,,
09/07/2013,1248.84,,,
10/07/2013,1263.64,,,
11/07/2013,1284.69,,,
12/07/2013,1284.29,,,
15/07/2013,1281.99,,,
16/07/2013,1291.99,,,
17/07/2013,1275.39,,,
18/07/2013,1284.49,,,
19/07/2013,1295.74,,,
22/07/2013,1335.04,,,
23/07/2013,1347.49,,,
24/07/2013,1320.69,,,
25/07/2013,1333.04,,,
26/07/2013,1333.29,,,
29/07/2013,1326.99,,,
30/07/2013,1326.69,,,
31/07/2013,1322.49,,,
01/08/2013,1308.84,,,
02/08/2013,1311.50,,,
05/08/2013,1303.34,,,
06/08/2013,1281.29,,,
07/08/2013,1287.14,,,
08/08/2013,1311.39,,,
09/08/2013,1314.00,,,
12/08/2013,1335.79,,,
13/08/2013,1320.69,,,
14/08/2013,1334.59,,,
15/08/2013,1365.55,,,
16/08/2013,1375.79,,,
19/08/2013,1365.48,,,
20/08/2013,1370.67,,,
21/08/2013,1365.74,,,
22/08/2013,1375.24,,,
23/08/2013,1396.35,,,
26/08/2013,1404.40,,,
27/08/2013,1416.04,,,
28/08/2013,1417.64,,,
29/08/2013,1407.64,,,
30/08/2013,1395.69,,,
02/09/2013,1394.29,,,
03/09/2013,1412.04,,,
04/09/2013,1390.84,,,
05/09/2013,1366.99,,,
06/09/2013,1390.87,,,
09/09/2013,1386.19,,,
10/09/2013,1363.59,,,
11/09/2013,1366.14,,,
12/09/2013,1320.19,,,
13/09/2013,1326.26,,,
16/09/2013,1313.39,,,
17/09/2013,1309.04,,,
18/09/2013,1364.54,,,
19/09/2013,1364.39,,,
20/09/2013,1324.99,,,
23/09/2013,1321.54,,,
24/09/2013,1322.59,,,
25/09/2013,1332.99,,,
26/09/2013,1323.09,,,
27/09/2013,1335.71,,,
30/09/2013,1326.94,,,
01/10/2013,1285.99,,,
02/10/2013,1314.64,,,
03/10/2013,1316.69,,,
04/10/2013,1310.79,,,
07/10/2013,1321.29,,,
08/10/2013,1318.30,,,
09/10/2013,1306.59,,,
10/10/2013,1285.57,,,
11/10/2013,1272.62,,,
14/10/2013,1272.79,,,
15/10/2013,1280.19,,,
16/10/2013,1280.99,,,
17/10/2013,1319.09,,,
18/10/2013,1315.75,,,
21/10/2013,1315.14,,,
22/10/2013,1340.04,,,
23/10/2013,1331.74,,,
24/10/2013,1346.54,,,
25/10/2013,1351.74,,,
28/10/2013,1351.59,,,
29/10/2013,1343.69,,,
30/10/2013,1342.19,,,
31/10/2013,1323.19,,,
01/11/2013,1314.74,,,
04/11/2013,1314.36,,,
05/11/2013,1310.99,,,
06/11/2013,1317.79,,,
07/11/2013,1307.55,,,
08/11/2013,1287.80,,,
11/11/2013,1282.82,,,
12/11/2013,1267.61,,,
13/11/2013,1278.61,,,
14/11/2013,1287.01,,,
15/11/2013,1289.66,,,
18/11/2013,1273.74,,,
19/11/2013,1274.64,,,
20/11/2013,1242.59,,,
21/11/2013,1242.35,,,
22/11/2013,1242.99,,,
25/11/2013,1252.21,,,
26/11/2013,1242.90,,,
27/11/2013,1236.79,,,
28/11/2013,1243.54,,,
29/11/2013,1251.99,,,
02/12/2013,1219.66,,,
03/12/2013,1223.51,,,
04/12/2013,1243.21,,,
05/12/2013,1224.42,,,
06/12/2013,1228.24,,,
09/12/2013,1240.56,,,
10/12/2013,1260.25,,,
11/12/2013,1251.35,,,
12/12/2013,1223.60,,,
13/12/2013,1237.80,,,
16/12/2013,1240.08,,,
17/12/2013,1229.60,,,
18/12/2013,1217.62,,,
19/12/2013,1189.60,,,
20/12/2013,1202.64,,,
23/12/2013,1198.61,,,
24/12/2013,1203.39,,,
25/12/2013,1204.40,,,
26/12/2013,1210.30,,,
27/12/2013,1212.81,,,
30/12/2013,1196.00,,,
31/12/2013,1204.94,,,
01/01/2014,1205.29,,,
02/01/2014,1224.51,,,
03/01/2014,1236.16,,,
06/01/2014,1237.59,,,
07/01/2014,1231.49,,,
08/01/2014,1225.71,,,
09/01/2014,1227.49,,,
10/01/2014,1246.70,,,
13/01/2014,1253.06,,,
14/01/2014,1244.71,,,
15/01/2014,1241.36,,,
16/01/2014,1242.10,,,
17/01/2014,1253.33,,,
20/01/2014,1253.19,,,
21/01/2014,1241.11,,,
22/01/2014,1236.05,,,
23/01/2014,1263.95,,,
24/01/2014,1268.64,,,
27/01/2014,1256.60,,,
28/01/2014,1256.09,,,
29/01/2014,1267.79,,,
30/01/2014,1243.25,,,
31/01/2014,1243.19,,,
03/02/2014,1257.20,,,
04/02/2014,1254.52,,,
05/02/2014,1257.54,,,
06/02/2014,1257.26,,,
07/02/2014,1266.58,,,
10/02/2014,1274.29,,,
11/02/2014,1291.46,,,
12/02/2014,1290.64,,,
13/02/2014,1302.30,,,
14/02/2014,1318.50,,,
17/02/2014,1328.49,,,
18/02/2014,1320.99,,,
19/02/2014,1311.32,,,
20/02/2014,1322.51,,,
21/02/2014,1323.01,,,
24/02/2014,1336.60,,,
25/02/2014,1340.14,,,
26/02/2014,1330.70,,,
27/02/2014,1331.06,,,
28/02/2014,1325.79,,,
03/03/2014,1350.29,,,
04/03/2014,1334.50,,,
05/03/2014,1337.01,,,
06/03/2014,1350.74,,,
07/03/2014,1339.85,,,
10/03/2014,1338.54,,,
11/03/2014,1349.34,,,
12/03/2014,1366.58,,,
13/03/2014,1369.99,,,
14/03/2014,1381.74,,,
17/03/2014,1366.34,,,
18/03/2014,1355.64,,,
19/03/2014,1330.84,,,
20/03/2014,1327.89,,,
21/03/2014,1333.94,,,
24/03/2014,1309.12,,,
25/03/2014,1310.44,,,
26/03/2014,1303.49,,,
27/03/2014,1290.64,,,
28/03/2014,1293.50,,,
31/03/2014,1283.64,,,
01/04/2014,1279.00,,,
02/04/2014,1289.19,,,
03/04/2014,1287.00,,,
04/04/2014,1302.12,,,
07/04/2014,1296.04,,,
08/04/2014,1308.22,,,
09/04/2014,1311.40,,,
10/04/2014,1318.42,,,
11/04/2014,1317.97,,,
14/04/2014,1326.10,,,
15/04/2014,1302.04,,,
16/04/2014,1302.40,,,
17/04/2014,1294.35,,,
18/04/2014,1293.65,,,
21/04/2014,1289.54,,,
22/04/2014,1283.00,,,
23/04/2014,1283.29,,,
24/04/2014,1293.24,,,
25/04/2014,1302.84,,,
28/04/2014,1295.60,,,
29/04/2014,1295.98,,,
30/04/2014,1291.29,,,
01/05/2014,1283.49,,,
02/05/2014,1299.82,,,
05/05/2014,1309.50,,,
06/05/2014,1307.04,,,
07/05/2014,1288.94,,,
08/05/2014,1289.00,,,
09/05/2014,1288.83,,,
12/05/2014,1295.30,,,
13/05/2014,1292.74,,,
14/05/2014,1305.00,,,
15/05/2014,1296.00,,,
16/05/2014,1293.09,,,
19/05/2014,1291.60,,,
20/05/2014,1293.80,,,
21/05/2014,1291.40,,,
22/05/2014,1293.50,,,
23/05/2014,1292.61,,,
26/05/2014,1292.74,,,
27/05/2014,1263.39,,,
28/05/2014,1258.14,,,
29/05/2014,1255.60,,,
30/05/2014,1250.69,,,
02/06/2014,1244.00,,,
03/06/2014,1244.20,,,
04/06/2014,1242.80,,,
05/06/2014,1253.29,,,
06/06/2014,1252.23,,,
09/06/2014,1251.58,,,
10/06/2014,1260.49,,,
11/06/2014,1260.24,,,
12/06/2014,1272.86,,,
13/06/2014,1276.50,,,
16/06/2014,1271.29,,,
17/06/2014,1271.19,,,
18/06/2014,1277.50,,,
19/06/2014,1319.70,,,
20/06/2014,1314.32,,,
23/06/2014,1317.79,,,
24/06/2014,1317.60,,,
25/06/2014,1319.00,,,
26/06/2014,1317.60,,,
27/06/2014,1315.04,,,
30/06/2014,1327.19,,,
01/07/2014,1325.44,,,
02/07/2014,1327.14,,,
03/07/2014,1319.49,,,
04/07/2014,1320.05,,,
07/07/2014,1319.89,,,
08/07/2014,1318.60,,,
09/07/2014,1325.60,,,
10/07/2014,1334.90,,,
11/07/2014,1337.84,,,
14/07/2014,1306.84,,,
15/07/2014,1294.10,,,
16/07/2014,1298.87,,,
17/07/2014,1317.30,,,
18/07/2014,1310.59,,,
21/07/2014,1311.59,,,
22/07/2014,1307.00,,,
23/07/2014,1303.84,,,
24/07/2014,1293.00,,,
25/07/2014,1307.79,,,
28/07/2014,1303.99,,,
29/07/2014,1298.10,,,
30/07/2014,1294.70,,,
31/07/2014,1282.09,,,
01/08/2014,1293.60,,,
04/08/2014,1288.04,,,
05/08/2014,1287.74,,,
06/08/2014,1305.99,,,
07/08/2014,1313.20,,,
08/08/2014,1309.34,,,
11/08/2014,1307.84,,,
12/08/2014,1308.34,,,
13/08/2014,1312.36,,,
14/08/2014,1312.74,,,
15/08/2014,1304.39,,,
18/08/2014,1297.19,,,
19/08/2014,1295.29,,,
20/08/2014,1291.94,,,
21/08/2014,1276.99,,,
22/08/2014,1280.83,,,
25/08/2014,1276.34,,,
26/08/2014,1280.64,,,
27/08/2014,1282.45,,,
28/08/2014,1289.74,,,
29/08/2014,1287.07,,,
01/09/2014,1287.04,,,
02/09/2014,1265.40,,,
03/09/2014,1268.57,,,
04/09/2014,1260.84,,,
05/09/2014,1268.59,,,
08/09/2014,1255.44,,,
09/09/2014,1255.94,,,
10/09/2014,1248.40,,,
11/09/2014,1240.49,,,
12/09/2014,1228.13,,,
15/09/2014,1232.74,,,
16/09/2014,1234.94,,,
17/09/2014,1222.99,,,
18/09/2014,1225.19,,,
19/09/2014,1216.19,,,
22/09/2014,1214.69,,,
23/09/2014,1222.69,,,
24/09/2014,1216.69,,,
25/09/2014,1222.44,,,
26/09/2014,1219.01,,,
29/09/2014,1215.69,,,
30/09/2014,1208.74,,,
01/10/2014,1213.39,,,
02/10/2014,1213.30,,,
03/10/2014,1190.70,,,
06/10/2014,1206.65,,,
07/10/2014,1208.74,,,
08/10/2014,1221.20,,,
09/10/2014,1223.75,,,
10/10/2014,1222.98,,,
13/10/2014,1236.80,,,
14/10/2014,1232.35,,,
15/10/2014,1240.57,,,
16/10/2014,1238.70,,,
17/10/2014,1237.69,,,
20/10/2014,1246.10,,,
21/10/2014,1249.14,,,
22/10/2014,1240.55,,,
23/10/2014,1231.89,,,
24/10/2014,1230.96,,,
27/10/2014,1225.14,,,
28/10/2014,1227.70,,,
29/10/2014,1211.54,,,
30/10/2014,1198.64,,,
31/10/2014,1173.92,,,
03/11/2014,1164.88,,,
04/11/2014,1167.90,,,
05/11/2014,1141.10,,,
06/11/2014,1140.90,,,
07/11/2014,1176.25,,,
10/11/2014,1150.13,,,
11/11/2014,1164.40,,,
12/11/2014,1160.45,,,
13/11/2014,1161.58,,,
14/11/2014,1187.85,,,
17/11/2014,1186.24,,,
18/11/2014,1197.25,,,
19/11/2014,1182.83,,,
20/11/2014,1193.44,,,
21/11/2014,1201.09,,,
24/11/2014,1197.10,,,
25/11/2014,1200.69,,,
26/11/2014,1197.59,,,
27/11/2014,1191.25,,,
28/11/2014,1167.04,,,
01/12/2014,1210.43,,,
02/12/2014,1198.56,,,
03/12/2014,1209.19,,,
04/12/2014,1205.32,,,
05/12/2014,1191.64,,,
08/12/2014,1202.80,,,
09/12/2014,1230.39,,,
10/12/2014,1226.70,,,
11/12/2014,1227.55,,,
12/12/2014,1222.21,,,
15/12/2014,1192.21,,,
16/12/2014,1196.21,,,
17/12/2014,1188.20,,,
18/12/2014,1197.65,,,
19/12/2014,1195.35,,,
22/12/2014,1174.66,,,
23/12/2014,1175.20,,,
24/12/2014,1173.30,,,
26/12/2014,1194.65,,,
29/12/2014,1182.71,,,
30/12/2014,1199.86,,,
31/12/2014,1183.55,,,
01/01/2015,1181.60,,,
02/01/2015,1188.68,,,
