year,annual_return,risk
2015,1.6839519592437675,1.0762611341252533
2016,1.559326442840459,0.4964960744290337
2017,20.99372465440726,0.9473849014552052
2018,-0.6230239010815708,0.828793482655235
2019,1.48522872382937,0.7107714099725608
2020,4.463071203433644,0.7468825670693268
2021,1.2012293462585357,0.8071243963787982
2022,-0.5608347761881487,0.6374272817046104
2023,1.817087022084106,0.4428464062590889
2024,1.6318470212435057,0.5189250411420252
